age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
29.0, Private,179176.36, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,183943.1, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,178949.47, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,184984.42, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
52.0, Private,175418.47, HS-grad,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,46.0, United-States, <=50K
33.0, Private,184857.55, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
40.0, Private,176156.25, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,181684.39, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Private,175937.52, HS-grad,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
42.0, Private,179424.19, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,177565.8, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,174923.44, HS-grad,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
35.0, Private,176827.2, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,185105.33, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
34.0, Private,178286.97, Bachelors,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
39.0, Private,176078.31, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,182970.95, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Private,174583.02, HS-grad,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
39.0, Private,177632.44, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,46.6488, United-States, <=50K
38.0, Private,177690.73, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,178024.86, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Private,175850.8, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,180055.95, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,185423.81, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
29.0, Private,184847.25, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
40.0, Private,178255.1, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,184641.33, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
40.0, Private,178796.12, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Private,175344.52, HS-grad,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
34.0, Private,182296.84, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,177587.83, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
61.0, Private,196800.73, HS-grad,10.0, Divorced, Prof-specialty, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,176441.12, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,181527.06, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,181783.1, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,181807.05, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,184829.45, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,39.29903, United-States, <=50K
56.0, Private,189576.6, HS-grad,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,45.0, United-States, <=50K
32.0, Private,185829.95, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,175267.05, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,41.303143, United-States, <=50K
40.0, Private,180922.86, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
51.074253, Private,176744.19, Bachelors,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
27.0, Private,182176.44, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Private,175819.78, HS-grad,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
24.0, Private,186028.08, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,37.109608, United-States, <=50K
54.0, Private,188875.64, HS-grad,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,45.0, United-States, <=50K
46.0, Private,175093.4, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,178005.53, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,179268.83, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,175521.67, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,185196.03, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
45.0, Private,178630.8, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
73.192535, Private,188240.31, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
51.0, Private,176054.61, HS-grad,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.432175, United-States, <=50K
34.0, Private,177634.64, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.4766, Private,178206.83, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,178851.7, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,181924.52, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,177247.38, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,180015.62, HS-grad,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,177100.06, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,176269.97, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,182858.52, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,182035.86, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,177266.88, HS-grad,10.753113, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,41.735683, United-States, <=50K
43.0, Private,179531.64, HS-grad,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
28.0, Private,184393.75, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
40.0, Private,179808.3, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,180957.97, HS-grad,11.0, Never-married, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
23.0, Private,185835.58, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
69.4878, Private,182966.38, Bachelors,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
48.0, Private,175625.03, HS-grad,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
48.0, Private,175300.31, HS-grad,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
38.0, Private,181125.73, HS-grad,10.0, Never-married, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
48.0, Private,176470.9, HS-grad,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
30.0, Private,185336.4, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,179073.39, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,174743.23, HS-grad,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,43.751938, United-States, <=50K
38.0, Private,175976.69, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Private,175280.11, HS-grad,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
36.0, Private,180643.0, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,177855.25, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,176721.95, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Private,188502.11, HS-grad,11.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K
36.0, Private,177165.75, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,179879.12, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,178611.2, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.18607, Private,181668.19, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,182172.17, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,186809.6, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
22.0, Private,184885.64, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
43.0, Private,176443.2, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,179729.4, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,183567.56, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
46.0, Private,175474.36, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
40.0, Private,176161.11, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,175739.92, HS-grad,10.262109, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,43.0, United-States, <=50K
40.0, Private,175860.7, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
28.0, Private,184229.2, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,182182.55, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,176194.81, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,185332.89, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
67.0, Private,191816.38, Bachelors,9.0, Married-civ-spouse, Craft-repair, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,183547.25, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,182683.16, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Private,174081.14, HS-grad,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
39.67086, Private,177159.03, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
65.0, Private,193806.3, Bachelors,10.0, Divorced, Exec-managerial, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,182743.73, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,183995.55, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,176169.22, HS-grad,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,42.0, United-States, <=50K
33.0, Private,178532.0, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,180820.94, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,178483.03, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,175743.83, HS-grad,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
33.0, Private,185724.78, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,184389.78, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Private,176342.7, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,176397.06, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,187152.17, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,183644.52, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Private,177015.94, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,182605.12, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
70.0, Private,194396.5, Bachelors,10.0, Divorced, Exec-managerial, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,185538.75, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,38.0, United-States, <=50K
34.0, Private,186534.36, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,181058.83, HS-grad,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
58.0, Private,183825.52, Bachelors,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
35.0, Private,178424.92, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
50.756145, Private,174892.34, HS-grad,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
40.0, Private,180255.75, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,183740.25, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,182451.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
53.76456, Private,174777.98, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
28.0, Private,183074.7, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
29.0, Private,184354.83, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,175076.4, HS-grad,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,43.0, United-States, <=50K
36.0, Private,177448.78, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,174925.44, HS-grad,10.140242, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
47.0, Private,175350.38, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,41.510494, United-States, <=50K
33.0, Private,181620.34, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,187356.03, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
